Municipio;Nombre;2021;2020;2019;2018;2017;AumentoPoblacion
"""13001""";Abenójar;1339;1351;1375;1395;1438;-99
"""13002""";Agudo;1638;1657;1659;1687;1720;-82
"""13003""";Alamillo;470;476;486;507;519;-49
"""13004""";Albaladejo;1099;1108;1158;1185;1201;-102
"""13005""";Alcázar de San Juan;30548;30766;30576;30686;30943;-395
"""13006""";Alcoba;540;542;583;602;610;-70
"""13007""";Alcolea de Calatrava;1363;1387;1409;1455;1458;-95
"""13008""";Alcubillas;466;461;477;485;493;-27
"""13009""";Aldea del Rey;1598;1631;1657;1660;1698;-100
"""13010""";Alhambra;989;1005;1002;1000;1009;-20
"""13011""";Almadén;5105;5200;5312;5461;5537;-432
"""13012""";Almadenejos;398;405;415;417;440;-42
"""13013""";Almagro;8896;8905;8896;8922;8983;-87
"""13014""";Almedina;497;500;516;526;548;-51
"""13015""";Almodóvar del Campo;5947;5983;6027;6139;6273;-326
"""13016""";Almuradiel;750;761;772;799;820;-70
"""13017""";Anchuras;274;295;327;327;323;-49
"""13903""";Arenales de San Gregorio;572;588;589;595;622;-50
"""13018""";Arenas de San Juan;1033;1011;1011;1043;1051;-18
"""13019""";Argamasilla de Alba;6844;6955;6838;6901;6928;-84
"""13020""";Argamasilla de Calatrava;5853;5841;5943;5921;5924;-71
"""13021""";Arroba de los Montes;408;421;446;449;452;-44
"""13022""";Ballesteros de Calatrava;370;376;373;387;384;-14
"""13023""";Bolaños de Calatrava;11992;12019;11934;11884;11882;110
"""13024""";Brazatortas;1002;995;1005;1000;1020;-18
"""13025""";Cabezarados;307;312;322;311;322;-15
"""13026""";Cabezarrubias del Puerto;465;473;481;487;490;-25
"""13027""";Calzada de Calatrava;3615;3630;3719;3802;3911;-296
"""13028""";Campo de Criptana;13229;13312;13414;13597;13763;-534
"""13029""";Cañada de Calatrava;105;100;102;92;103;2
"""13030""";Caracuel de Calatrava;116;122;134;139;141;-25
"""13031""";Carrión de Calatrava;3086;3099;3082;3080;3069;17
"""13032""";Carrizosa;1175;1188;1212;1225;1251;-76
"""13033""";Castellar de Santiago;1833;1862;1897;1918;1966;-133
"""13038""";Chillón;1777;1790;1816;1831;1857;-80
"""13034""";Ciudad Real;75104;75504;74746;74743;74641;463
"""13035""";Corral de Calatrava;1102;1117;1123;1129;1153;-51
"""13036""";Cortijos, Los;876;877;884;882;904;-28
"""13037""";Cózar;923;952;969;973;1017;-94
"""13039""";Daimiel;17771;17916;17929;18051;18176;-405
"""13040""";Fernán Caballero;979;985;1001;1022;1027;-48
"""13041""";Fontanarejo;248;253;275;261;265;-17
"""13042""";Fuencaliente;1018;1024;1036;1031;1028;-10
"""13043""";Fuenllana;214;211;217;217;242;-28
"""13044""";Fuente el Fresno;3141;3208;3220;3253;3311;-170
"""13045""";Granátula de Calatrava;719;717;714;731;764;-45
"""13046""";Guadalmez;725;697;725;731;763;-38
"""13047""";Herencia;8510;8456;8390;8425;8431;79
"""13048""";Hinojosas de Calatrava;503;522;536;532;529;-26
"""13049""";Horcajo de los Montes;826;833;883;903;935;-109
"""13050""";Labores, Las;563;558;569;569;580;-17
"""13904""";Llanos del Caudillo;700;683;719;719;722;-22
"""13051""";Luciana;365;364;366;374;382;-17
"""13052""";Malagón;7842;7881;7998;8129;8108;-266
"""13053""";Manzanares;17845;17962;17997;18043;18206;-361
"""13054""";Membrilla;5927;5942;6005;6016;6050;-123
"""13055""";Mestanza;662;669;667;688;711;-49
"""13056""";Miguelturra;15658;15498;15368;15316;15225;433
"""13057""";Montiel;1256;1294;1315;1330;1364;-108
"""13058""";Moral de Calatrava;5211;5208;5271;5279;5309;-98
"""13059""";Navalpino;208;221;228;219;231;-23
"""13060""";Navas de Estena;287;293;298;223;246;41
"""13061""";Pedro Muñoz;7325;7285;7293;7385;7467;-142
"""13062""";Picón;661;668;658;654;671;-10
"""13063""";Piedrabuena;4390;4379;4395;4459;4517;-127
"""13064""";Poblete;2759;2667;2626;2571;2465;294
"""13065""";Porzuna;3495;3465;3532;3571;3633;-138
"""13066""";Pozuelo de Calatrava;3623;3586;3553;3443;3382;241
"""13067""";Pozuelos de Calatrava, Los;352;359;372;370;385;-33
"""13068""";Puebla de Don Rodrigo;1141;1162;1178;1200;1213;-72
"""13069""";Puebla del Príncipe;687;686;694;701;729;-42
"""13070""";Puerto Lápice;890;891;924;937;947;-57
"""13071""";Puertollano;46036;46607;47035;47881;48477;-2441
"""13072""";Retuerta del Bullaque;930;927;941;978;991;-61
"""13901""";Robledo, El;1058;1053;1081;1111;1111;-53
"""13902""";Ruidera;563;549;553;548;558;5
"""13073""";Saceruela;540;564;559;577;596;-56
"""13074""";San Carlos del Valle;1087;1109;1120;1128;1143;-56
"""13075""";San Lorenzo de Calatrava;211;207;213;213;212;-1
"""13076""";Santa Cruz de los Cáñamos;515;515;522;523;530;-15
"""13077""";Santa Cruz de Mudela;4017;4085;4107;4154;4195;-178
"""13078""";Socuéllamos;12067;12079;12139;12268;12342;-275
"""13080""";Solana del Pino;322;314;324;333;336;-14
"""13079""";Solana, La;15357;15419;15479;15523;15640;-283
"""13081""";Terrinches;633;653;678;697;711;-78
"""13082""";Tomelloso;35984;36168;35873;36091;36281;-297
"""13083""";Torralba de Calatrava;2990;2966;2977;2959;3006;-16
"""13084""";Torre de Juan Abad;990;1000;995;1018;1035;-45
"""13085""";Torrenueva;2708;2667;2702;2752;2788;-80
"""13086""";Valdemanco del Esteras;164;168;170;169;178;-14
"""13087""";Valdepeñas;30218;30252;30077;30210;30224;-6
"""13088""";Valenzuela de Calatrava;658;674;688;692;700;-42
"""13089""";Villahermosa;1770;1790;1826;1854;1908;-138
"""13090""";Villamanrique;1114;1128;1148;1180;1210;-96
"""13091""";Villamayor de Calatrava;612;620;634;602;615;-3
"""13092""";Villanueva de la Fuente;1985;2033;2078;2123;2185;-200
"""13093""";Villanueva de los Infantes;4852;4869;4935;5030;5064;-212
"""13094""";Villanueva de San Carlos;280;291;290;295;308;-28
"""13095""";Villar del Pozo;56;61;75;86;89;-33
"""13096""";Villarrubia de los Ojos;9722;9762;9814;9902;10026;-304
"""13097""";Villarta de San Juan;2723;2739;2791;2845;2863;-140
"""13098""";Viso del Marqués;2224;2256;2298;2363;2378;-154
